order_id,customer_id,order_timestamp,order_value,product_category,payment_mode,discount_applied,delivery_pincode_tier,bayesian_return_rate,customer_purchase_frequency,account_age_days,days_since_last_order,returns_last_30d,returns_last_90d,category_x_payment_mode,order_value_vs_customer_avg,pincode_tier_x_category,return_probability,returned
ORD010511,C02132,2024-01-01 04:15:27,1523.51,beauty,COD,0.0,tier3,0.2,0.0,425,-1,0,0,beauty_COD,1.0,tier3_beauty,0.192759,0
ORD010428,C02114,2024-01-01 04:36:26,1332.65,beauty,UPI,25.3,metro,0.2,0.0,253,-1,0,0,beauty_UPI,1.0,metro_beauty,0.065814,0
ORD005184,C01030,2024-01-01 04:55:18,1463.11,home_goods,UPI,0.0,metro,0.2,0.0,515,-1,0,0,home_goods_UPI,1.0,metro_home_goods,0.053699,0
ORD006136,C01235,2024-01-01 04:58:28,1952.68,beauty,UPI,0.0,tier2,0.2,0.0,229,-1,0,0,beauty_UPI,1.0,tier2_beauty,0.122651,0
ORD005656,C01128,2024-01-01 05:28:21,2403.65,home_goods,COD,0.0,metro,0.2,0.0,299,-1,0,0,home_goods_COD,1.0,metro_home_goods,0.145352,0
ORD005810,C01161,2024-01-01 05:34:05,1474.14,apparel,wallet,5.7,metro,0.2,0.0,220,-1,0,0,apparel_wallet,1.0,metro_apparel,0.127268,0
ORD010561,C02146,2024-01-01 05:43:46,2310.27,footwear,wallet,0.0,tier2,0.2,0.0,259,-1,0,0,footwear_wallet,1.0,tier2_footwear,0.298044,0
ORD005891,C01174,2024-01-01 06:32:51,4120.85,beauty,COD,16.9,tier2,0.2,0.0,18,-1,0,0,beauty_COD,1.0,tier2_beauty,0.23668,0
ORD006687,C01343,2024-01-01 07:36:51,1006.15,groceries,UPI,0.0,tier2,0.2,0.0,48,-1,0,0,groceries_UPI,1.0,tier2_groceries,0.031095,0
ORD003186,C00627,2024-01-01 08:02:16,3549.15,apparel,UPI,0.0,tier2,0.2,0.0,338,-1,0,0,apparel_UPI,1.0,tier2_apparel,0.298386,1
ORD000667,C00131,2024-01-01 08:05:56,1536.51,electronics_accessories,COD,0.0,metro,0.2,0.0,369,-1,0,0,electronics_accessories_COD,1.0,metro_electronics_accessories,0.062696,0
ORD000535,C00099,2024-01-01 08:44:50,3262.26,beauty,COD,0.0,metro,0.2,0.0,527,-1,0,0,beauty_COD,1.0,metro_beauty,0.240361,0
ORD010224,C02075,2024-01-01 08:48:39,1155.77,home_goods,COD,13.7,metro,0.2,0.0,350,-1,0,0,home_goods_COD,1.0,metro_home_goods,0.073875,0
ORD004884,C00967,2024-01-01 08:52:02,1249.88,groceries,COD,0.0,metro,0.2,0.0,455,-1,0,0,groceries_COD,1.0,metro_groceries,0.034619,0
ORD011808,C02418,2024-01-01 09:44:24,2277.29,home_goods,UPI,29.8,tier2,0.2,0.0,506,-1,0,0,home_goods_UPI,1.0,tier2_home_goods,0.103614,0
ORD000934,C00189,2024-01-01 10:13:18,2195.3,beauty,wallet,0.0,tier2,0.2,0.0,140,-1,0,0,beauty_wallet,1.0,tier2_beauty,0.12171,1
ORD000434,C00077,2024-01-01 10:22:03,1383.18,electronics_accessories,COD,13.6,metro,0.2,0.0,22,-1,0,0,electronics_accessories_COD,1.0,metro_electronics_accessories,0.056449,0
ORD002584,C00516,2024-01-01 11:10:37,2099.0,beauty,prepaid_card,0.0,metro,0.2,0.0,264,-1,0,0,beauty_prepaid_card,1.0,metro_beauty,0.113703,0
ORD006121,C01232,2024-01-01 11:32:07,1421.79,home_goods,UPI,0.0,tier2,0.2,0.0,443,-1,0,0,home_goods_UPI,1.0,tier2_home_goods,0.066903,0
ORD007581,C01515,2024-01-01 11:33:20,2868.81,apparel,prepaid_card,0.0,tier2,0.2,0.0,213,-1,0,0,apparel_prepaid_card,1.0,tier2_apparel,0.369036,0
ORD007016,C01414,2024-01-01 12:21:59,881.48,home_goods,UPI,28.9,tier2,0.2,0.0,206,-1,0,0,home_goods_UPI,1.0,tier2_home_goods,0.042922,0
ORD010928,C02231,2024-01-01 12:27:12,3084.36,groceries,prepaid_card,18.5,tier2,0.2,0.0,296,-1,0,0,groceries_prepaid_card,1.0,tier2_groceries,0.076542,0
ORD002376,C00469,2024-01-01 13:15:14,1759.3,home_goods,wallet,0.0,metro,0.2,0.0,287,-1,0,0,home_goods_wallet,1.0,metro_home_goods,0.059648,0
ORD002674,C00532,2024-01-01 13:21:55,1639.38,home_goods,COD,0.0,tier3,0.2,0.0,383,-1,0,0,home_goods_COD,1.0,tier3_home_goods,0.133654,0
ORD001557,C00304,2024-01-01 13:27:25,1978.55,apparel,UPI,0.0,tier2,0.2,0.0,266,-1,0,0,apparel_UPI,1.0,tier2_apparel,0.253039,0
ORD010289,C02083,2024-01-01 13:35:24,764.71,apparel,prepaid_card,6.9,tier3,0.2,0.0,84,-1,0,0,apparel_prepaid_card,1.0,tier3_apparel,0.203748,0
ORD005773,C01151,2024-01-01 13:52:13,1522.91,home_goods,COD,5.2,metro,0.2,0.0,469,-1,0,0,home_goods_COD,1.0,metro_home_goods,0.096868,0
ORD011916,C02435,2024-01-01 14:08:46,1095.66,electronics_accessories,UPI,0.0,metro,0.2,0.0,460,-1,0,0,electronics_accessories_UPI,1.0,metro_electronics_accessories,0.031454,0
ORD009369,C01899,2024-01-01 15:22:44,2553.7,home_goods,UPI,0.0,tier2,0.2,0.0,147,-1,0,0,home_goods_UPI,1.0,tier2_home_goods,0.111328,0
ORD010792,C02201,2024-01-01 15:42:37,647.01,home_goods,prepaid_card,0.0,tier2,0.2,0.0,338,-1,0,0,home_goods_prepaid_card,1.0,tier2_home_goods,0.044792,0
ORD009172,C01858,2024-01-01 16:04:04,1612.43,footwear,prepaid_card,28.4,metro,0.2,0.0,524,-1,0,0,footwear_prepaid_card,1.0,metro_footwear,0.231402,1
ORD001137,C00222,2024-01-01 16:35:53,1699.93,beauty,prepaid_card,0.0,metro,0.2,0.0,111,-1,0,0,beauty_prepaid_card,1.0,metro_beauty,0.09354,0
ORD011780,C02412,2024-01-01 17:26:48,1666.54,home_goods,UPI,0.0,tier3,0.2,0.0,395,-1,0,0,home_goods_UPI,1.0,tier3_home_goods,0.078383,1
ORD007210,C01452,2024-01-01 17:43:01,1470.37,beauty,prepaid_card,8.3,metro,0.2,0.0,280,-1,0,0,beauty_prepaid_card,1.0,metro_beauty,0.080967,0
ORD009317,C01889,2024-01-01 17:43:19,816.28,electronics_accessories,UPI,0.0,tier3,0.2,0.0,60,-1,0,0,electronics_accessories_UPI,1.0,tier3_electronics_accessories,0.032034,0
ORD002801,C00549,2024-01-01 17:52:01,716.84,home_goods,wallet,28.4,tier3,0.2,0.0,284,-1,0,0,home_goods_wallet,1.0,tier3_home_goods,0.038203,1
ORD000220,C00037,2024-01-01 18:50:12,1967.28,groceries,UPI,0.0,tier2,0.2,0.0,272,-1,0,0,groceries_UPI,1.0,tier2_groceries,0.059351,0
ORD003566,C00710,2024-01-01 19:10:03,2706.98,electronics_accessories,UPI,0.0,tier3,0.2,0.0,134,-1,0,0,electronics_accessories_UPI,1.0,tier3_electronics_accessories,0.08857,0
ORD003280,C00646,2024-01-01 19:44:37,1870.79,home_goods,COD,23.5,tier3,0.2,0.0,355,-1,0,0,home_goods_COD,1.0,tier3_home_goods,0.151911,0
ORD003289,C00649,2024-01-01 19:49:39,1625.93,electronics_accessories,prepaid_card,0.0,tier3,0.2,0.0,452,-1,0,0,electronics_accessories_prepaid_card,1.0,tier3_electronics_accessories,0.062313,0
ORD007046,C01419,2024-01-01 20:03:33,2544.11,beauty,UPI,0.0,tier3,0.2,0.0,152,-1,0,0,beauty_UPI,1.0,tier3_beauty,0.149441,1
ORD007294,C01467,2024-01-01 20:18:34,1649.12,footwear,UPI,0.0,tier3,0.2,0.0,333,-1,0,0,footwear_UPI,1.0,tier3_footwear,0.402262,0
ORD004812,C00952,2024-01-01 20:34:13,2147.39,electronics_accessories,UPI,0.0,metro,0.2,0.0,406,-1,0,0,electronics_accessories_UPI,1.0,metro_electronics_accessories,0.059912,0
ORD007449,C01491,2024-01-01 20:44:54,1778.2,home_goods,COD,12.6,metro,0.2,0.0,103,-1,0,0,home_goods_COD,1.0,metro_home_goods,0.112895,0
ORD007649,C01535,2024-01-01 21:01:13,1050.09,groceries,UPI,19.5,tier3,0.2,0.0,61,-1,0,0,groceries_UPI,1.0,tier3_groceries,0.032316,0
ORD001801,C00355,2024-01-01 22:00:49,3532.01,home_goods,prepaid_card,0.0,tier3,0.2,0.0,15,-1,0,0,home_goods_prepaid_card,1.0,tier3_home_goods,0.118537,0
ORD008146,C01628,2024-01-01 23:17:18,1701.5,home_goods,prepaid_card,0.0,tier2,0.2,0.0,376,-1,0,0,home_goods_prepaid_card,1.0,tier2_home_goods,0.086785,0
ORD007335,C01474,2024-01-01 23:23:05,2622.3,footwear,COD,0.0,tier3,0.2,0.0,89,-1,0,0,footwear_COD,1.0,tier3_footwear,0.9,0
ORD008610,C01738,2024-01-01 23:25:27,3058.29,electronics_accessories,UPI,21.3,metro,0.2,0.0,167,-1,0,0,electronics_accessories_UPI,1.0,metro_electronics_accessories,0.070362,0
ORD006647,C01337,2024-01-02 00:05:55,1108.1,footwear,COD,0.0,tier2,0.2,0.0,81,-1,0,0,footwear_COD,1.0,tier2_footwear,0.432454,0
ORD004641,C00917,2024-01-02 00:47:36,1370.65,beauty,wallet,0.0,tier3,0.2,0.0,270,-1,0,0,beauty_wallet,1.0,tier3_beauty,0.077913,1
ORD005834,C01165,2024-01-02 00:52:44,882.2,electronics_accessories,COD,0.0,metro,0.2,0.0,126,-1,0,0,electronics_accessories_COD,1.0,metro_electronics_accessories,0.037247,0
ORD001633,C00319,2024-01-02 01:11:52,9224.67,home_goods,UPI,0.0,tier3,0.2,0.0,301,-1,0,0,home_goods_UPI,1.0,tier3_home_goods,0.041291,0
ORD003335,C00661,2024-01-02 01:40:35,893.07,beauty,prepaid_card,10.2,metro,0.2,0.0,355,-1,0,0,beauty_prepaid_card,1.0,metro_beauty,0.05078,0
ORD011696,C02402,2024-01-02 01:51:12,840.16,beauty,wallet,0.0,metro,0.2,0.0,36,-1,0,0,beauty_wallet,1.0,metro_beauty,0.0389,0
ORD005692,C01133,2024-01-02 02:09:28,781.66,footwear,COD,13.6,tier3,0.2,0.0,322,-1,0,0,footwear_COD,1.0,tier3_footwear,0.526913,0
ORD002210,C00436,2024-01-02 02:43:16,1125.55,apparel,COD,0.0,tier2,0.2,0.0,519,-1,0,0,apparel_COD,1.0,tier2_apparel,0.349659,0
ORD009764,C01986,2024-01-02 02:44:18,1916.92,home_goods,UPI,29.2,tier3,0.2,0.0,41,-1,0,0,home_goods_UPI,1.0,tier3_home_goods,0.089664,0
ORD003800,C00751,2024-01-02 02:54:44,1168.75,home_goods,prepaid_card,16.5,tier3,0.2,0.0,523,-1,0,0,home_goods_prepaid_card,1.0,tier3_home_goods,0.059914,0
ORD002609,C00521,2024-01-02 02:56:45,1940.45,apparel,wallet,0.0,tier2,0.2,0.0,149,-1,0,0,apparel_wallet,1.0,tier2_apparel,0.213293,0
ORD001974,C00391,2024-01-02 03:35:37,1488.52,footwear,UPI,0.0,tier3,0.2,0.0,269,-1,0,0,footwear_UPI,1.0,tier3_footwear,0.363198,0
ORD007638,C01531,2024-01-02 03:52:56,2666.03,home_goods,COD,0.0,metro,0.2,0.0,274,-1,0,0,home_goods_COD,1.0,metro_home_goods,0.153454,0
ORD004752,C00940,2024-01-02 04:08:26,1462.95,home_goods,UPI,0.0,metro,0.2,0.0,299,-1,0,0,home_goods_UPI,1.0,metro_home_goods,0.053693,0
ORD011049,C02259,2024-01-02 04:42:53,1959.87,beauty,COD,0.0,metro,0.2,0.0,276,-1,0,0,beauty_COD,1.0,metro_beauty,0.191907,0
ORD002413,C00477,2024-01-02 04:53:46,3447.65,groceries,COD,0.0,metro,0.2,0.0,377,-1,0,0,groceries_COD,1.0,metro_groceries,0.0654,0
ORD001175,C00233,2024-01-02 05:54:18,1693.64,footwear,UPI,0.0,tier3,0.2,0.0,256,-1,0,0,footwear_UPI,1.0,tier3_footwear,0.412977,1
ORD002444,C00484,2024-01-02 05:56:17,1725.44,footwear,prepaid_card,26.7,metro,0.2,0.0,205,-1,0,0,footwear_prepaid_card,1.0,metro_footwear,0.247401,0
ORD001498,C00293,2024-01-02 06:57:55,3053.13,apparel,UPI,0.0,tier2,0.2,0.0,307,-1,0,0,apparel_UPI,1.0,tier2_apparel,0.318867,0
ORD003126,C00611,2024-01-02 07:09:50,1281.1,home_goods,wallet,0.0,metro,0.2,0.0,54,-1,0,0,home_goods_wallet,1.0,metro_home_goods,0.043552,0
ORD009014,C01827,2024-01-02 07:17:08,6442.99,footwear,COD,6.4,tier2,0.2,0.0,232,-1,0,0,footwear_COD,1.0,tier2_footwear,0.339944,1
ORD004197,C00828,2024-01-02 07:55:01,2257.57,beauty,prepaid_card,26.3,tier3,0.2,0.0,521,-1,0,0,beauty_prepaid_card,1.0,tier3_beauty,0.154464,1
ORD004739,C00938,2024-01-02 07:56:34,2994.21,apparel,COD,0.0,metro,0.2,0.0,234,-1,0,0,apparel_COD,1.0,metro_apparel,0.595428,0
ORD005680,C01132,2024-01-02 08:04:16,2404.6,electronics_accessories,COD,9.8,tier2,0.2,0.0,112,-1,0,0,electronics_accessories_COD,1.0,tier2_electronics_accessories,0.119575,0
ORD007940,C01590,2024-01-02 08:20:16,3110.77,footwear,UPI,0.0,tier3,0.2,0.0,213,-1,0,0,footwear_UPI,1.0,tier3_footwear,0.601788,1
ORD001460,C00287,2024-01-02 08:24:24,1673.74,groceries,prepaid_card,0.0,tier2,0.2,0.0,178,-1,0,0,groceries_prepaid_card,1.0,tier2_groceries,0.051859,0
ORD005015,C00995,2024-01-02 08:26:19,994.63,beauty,UPI,0.0,tier3,0.2,0.0,25,-1,0,0,beauty_UPI,1.0,tier3_beauty,0.064034,0
ORD002565,C00514,2024-01-02 08:30:41,2053.05,electronics_accessories,UPI,0.0,metro,0.2,0.0,386,-1,0,0,electronics_accessories_UPI,1.0,metro_electronics_accessories,0.057693,0
ORD005285,C01052,2024-01-02 08:47:32,1818.67,footwear,wallet,15.8,metro,0.2,0.0,415,-1,0,0,footwear_wallet,1.0,metro_footwear,0.189498,0
ORD007424,C01486,2024-01-02 08:57:32,1427.87,beauty,UPI,0.0,tier2,0.2,0.0,281,-1,0,0,beauty_UPI,1.0,tier2_beauty,0.090364,0
ORD000100,C00018,2024-01-02 09:52:01,1679.3,apparel,prepaid_card,22.8,tier3,0.2,0.0,403,-1,0,0,apparel_prepaid_card,1.0,tier3_apparel,0.389694,0
ORD010439,C02116,2024-01-02 11:06:04,2343.85,beauty,UPI,0.0,metro,0.2,0.0,180,-1,0,0,beauty_UPI,1.0,metro_beauty,0.110936,1
ORD003412,C00677,2024-01-02 11:23:28,841.25,groceries,wallet,0.0,tier2,0.2,0.0,424,-1,0,0,groceries_wallet,1.0,tier2_groceries,0.026255,0
ORD004096,C00804,2024-01-02 11:24:03,1383.41,footwear,wallet,0.0,tier3,0.2,0.0,490,-1,0,0,footwear_wallet,1.0,tier3_footwear,0.287283,0
ORD011347,C02324,2024-01-02 12:34:49,2378.99,home_goods,prepaid_card,0.0,tier3,0.2,0.0,416,-1,0,0,home_goods_prepaid_card,1.0,tier3_home_goods,0.115864,0
ORD001975,C00391,2024-01-02 12:36:16,2309.71,groceries,UPI,16.2,tier3,0.181818,0.1115,269,0,0,0,groceries_UPI,1.5517,tier3_groceries,0.062089,0
ORD011799,C02416,2024-01-02 12:46:42,673.32,electronics_accessories,UPI,0.0,tier2,0.2,0.0,319,-1,0,0,electronics_accessories_UPI,1.0,tier2_electronics_accessories,0.032034,0
ORD007505,C01504,2024-01-02 12:51:05,1695.41,beauty,wallet,0.0,tier3,0.2,0.0,55,-1,0,0,beauty_wallet,1.0,tier3_beauty,0.096286,0
ORD002113,C00419,2024-01-02 14:18:57,1587.61,groceries,COD,0.0,tier2,0.2,0.0,62,-1,0,0,groceries_COD,1.0,tier2_groceries,0.056273,0
ORD000989,C00200,2024-01-02 14:25:10,1823.49,apparel,prepaid_card,0.0,metro,0.2,0.0,192,-1,0,0,apparel_prepaid_card,1.0,metro_apparel,0.212441,1
ORD007443,C01489,2024-01-02 14:33:37,2517.07,groceries,wallet,0.0,metro,0.2,0.0,334,-1,0,0,groceries_wallet,1.0,metro_groceries,0.054771,0
ORD002834,C00555,2024-01-02 14:52:23,2655.47,electronics_accessories,prepaid_card,0.0,metro,0.2,0.0,385,-1,0,0,electronics_accessories_prepaid_card,1.0,metro_electronics_accessories,0.072017,0
ORD004050,C00798,2024-01-02 15:01:43,1783.67,groceries,wallet,0.0,tier3,0.2,0.0,215,-1,0,0,groceries_wallet,1.0,tier3_groceries,0.053233,1
ORD005987,C01203,2024-01-02 15:19:38,856.09,groceries,prepaid_card,0.0,metro,0.2,0.0,348,-1,0,0,groceries_prepaid_card,1.0,metro_groceries,0.021532,0
ORD009970,C02022,2024-01-02 16:29:28,3244.86,footwear,UPI,0.0,metro,0.2,0.0,5,-1,0,0,footwear_UPI,1.0,metro_footwear,0.299643,0
ORD003222,C00632,2024-01-02 16:32:14,1535.0,beauty,UPI,0.0,metro,0.2,0.0,238,-1,0,0,beauty_UPI,1.0,metro_beauty,0.075769,0
ORD000598,C00110,2024-01-02 16:57:28,2112.16,groceries,COD,26.4,metro,0.2,0.0,367,-1,0,0,groceries_COD,1.0,metro_groceries,0.057391,0
ORD005978,C01201,2024-01-02 17:18:29,2353.25,electronics_accessories,UPI,0.0,metro,0.2,0.0,124,-1,0,0,electronics_accessories_UPI,1.0,metro_electronics_accessories,0.064165,0
ORD004885,C00967,2024-01-02 17:20:38,1224.33,electronics_accessories,prepaid_card,21.5,metro,0.181818,0.0658,456,1,0,0,electronics_accessories_prepaid_card,0.9796,metro_electronics_accessories,0.034294,0
ORD009548,C01943,2024-01-02 17:20:52,3458.27,apparel,prepaid_card,0.0,tier2,0.2,0.0,528,-1,0,0,apparel_prepaid_card,1.0,tier2_apparel,0.353559,1
ORD009704,C01974,2024-01-02 17:55:02,3418.73,apparel,wallet,0.0,tier3,0.2,0.0,367,-1,0,0,apparel_wallet,1.0,tier3_apparel,0.408068,1
ORD009463,C01921,2024-01-02 18:07:05,2349.83,electronics_accessories,wallet,16.0,tier2,0.2,0.0,93,-1,0,0,electronics_accessories_wallet,1.0,tier2_electronics_accessories,0.07855,1
ORD000353,C00060,2024-01-02 18:48:46,1342.33,apparel,UPI,0.0,tier3,0.2,0.0,165,-1,0,0,apparel_UPI,1.0,tier3_apparel,0.268545,0
ORD002182,C00433,2024-01-02 19:21:21,923.62,beauty,prepaid_card,0.0,tier3,0.2,0.0,328,-1,0,0,beauty_prepaid_card,1.0,tier3_beauty,0.066979,0
ORD003101,C00604,2024-01-02 19:56:16,1463.11,apparel,UPI,0.0,metro,0.2,0.0,357,-1,0,0,apparel_UPI,1.0,metro_apparel,0.147237,1
ORD006700,C01345,2024-01-02 20:11:41,1914.12,footwear,COD,28.3,metro,0.2,0.0,246,-1,0,0,footwear_COD,1.0,metro_footwear,0.575007,1
ORD007167,C01445,2024-01-02 20:23:51,1757.87,footwear,COD,0.0,tier2,0.2,0.0,427,-1,0,0,footwear_COD,1.0,tier2_footwear,0.679943,1
ORD003292,C00650,2024-01-02 20:34:52,1766.35,footwear,wallet,26.5,tier3,0.2,0.0,538,-1,0,0,footwear_wallet,1.0,tier3_footwear,0.36614,0
ORD008017,C01604,2024-01-02 21:49:21,1917.06,footwear,COD,28.2,metro,0.2,0.0,273,-1,0,0,footwear_COD,1.0,metro_footwear,0.575822,1
ORD008441,C01697,2024-01-02 21:52:38,1972.66,home_goods,COD,0.0,tier2,0.2,0.0,305,-1,0,0,home_goods_COD,1.0,tier2_home_goods,0.159511,1
ORD010033,C02032,2024-01-02 22:02:17,1580.54,groceries,COD,0.0,metro,0.2,0.0,399,-1,0,0,groceries_COD,1.0,metro_groceries,0.043698,0
ORD005766,C01148,2024-01-02 22:34:14,1494.2,electronics_accessories,wallet,0.0,metro,0.2,0.0,282,-1,0,0,electronics_accessories_wallet,1.0,metro_electronics_accessories,0.040664,0
ORD011623,C02380,2024-01-02 23:24:54,1441.74,beauty,UPI,23.2,metro,0.2,0.0,29,-1,0,0,beauty_UPI,1.0,metro_beauty,0.071167,0
ORD000338,C00059,2024-01-02 23:51:03,4329.65,home_goods,COD,0.0,metro,0.2,0.0,408,-1,0,0,home_goods_COD,1.0,metro_home_goods,0.106198,0
ORD005872,C01170,2024-01-03 00:01:45,3300.33,groceries,prepaid_card,0.0,metro,0.2,0.0,376,-1,0,0,groceries_prepaid_card,1.0,metro_groceries,0.05861,0
ORD006511,C01310,2024-01-03 00:37:22,1540.32,footwear,prepaid_card,18.0,tier3,0.2,0.0,74,-1,0,0,footwear_prepaid_card,1.0,tier3_footwear,0.439328,0
ORD005302,C01056,2024-01-03 02:25:17,2881.41,home_goods,prepaid_card,0.0,tier3,0.2,0.0,388,-1,0,0,home_goods_prepaid_card,1.0,tier3_home_goods,0.125838,0
ORD008742,C01766,2024-01-03 03:30:29,1612.7,home_goods,COD,28.3,tier2,0.2,0.0,309,-1,0,0,home_goods_COD,1.0,tier2_home_goods,0.131494,0
ORD006372,C01289,2024-01-03 03:34:14,2483.76,home_goods,COD,0.0,metro,0.2,0.0,82,-1,0,0,home_goods_COD,1.0,metro_home_goods,0.14826,0
ORD008290,C01662,2024-01-03 04:28:34,3833.58,electronics_accessories,UPI,26.8,tier3,0.2,0.0,87,-1,0,0,electronics_accessories_UPI,1.0,tier3_electronics_accessories,0.077359,0
ORD011411,C02337,2024-01-03 04:39:53,2095.15,apparel,prepaid_card,25.7,metro,0.2,0.0,217,-1,0,0,apparel_prepaid_card,1.0,metro_apparel,0.240883,0
ORD008182,C01636,2024-01-03 04:42:16,1075.27,beauty,UPI,0.0,metro,0.2,0.0,464,-1,0,0,beauty_UPI,1.0,metro_beauty,0.053591,0
ORD002624,C00526,2024-01-03 04:45:18,2026.14,apparel,UPI,11.6,tier3,0.2,0.0,77,-1,0,0,apparel_UPI,1.0,tier3_apparel,0.400575,1
ORD001379,C00274,2024-01-03 04:46:06,1407.43,apparel,prepaid_card,0.0,metro,0.2,0.0,280,-1,0,0,apparel_prepaid_card,1.0,metro_apparel,0.164455,0
ORD004405,C00871,2024-01-03 04:54:35,1986.56,apparel,UPI,18.1,metro,0.2,0.0,40,-1,0,0,apparel_UPI,1.0,metro_apparel,0.198087,0
ORD004305,C00852,2024-01-03 05:24:59,1578.16,beauty,prepaid_card,0.0,metro,0.2,0.0,125,-1,0,0,beauty_prepaid_card,1.0,metro_beauty,0.086898,0
ORD002487,C00496,2024-01-03 05:32:53,1509.8,groceries,prepaid_card,28.4,tier3,0.2,0.0,127,-1,0,0,groceries_prepaid_card,1.0,tier3_groceries,0.046802,0
ORD005484,C01094,2024-01-03 06:08:43,3332.27,apparel,COD,0.0,metro,0.2,0.0,86,-1,0,0,apparel_COD,1.0,metro_apparel,0.581002,1
ORD000095,C00017,2024-01-03 06:09:54,2462.55,beauty,prepaid_card,0.0,tier2,0.2,0.0,423,-1,0,0,beauty_prepaid_card,1.0,tier2_beauty,0.163737,0
ORD003475,C00691,2024-01-03 07:15:45,2932.58,apparel,COD,0.0,tier3,0.2,0.0,260,-1,0,0,apparel_COD,1.0,tier3_apparel,0.9,1
ORD006476,C01304,2024-01-03 07:23:07,1150.18,footwear,UPI,0.0,tier2,0.2,0.0,46,-1,0,0,footwear_UPI,1.0,tier2_footwear,0.181993,0
ORD012000,C02455,2024-01-03 09:42:52,1164.04,groceries,prepaid_card,0.0,metro,0.2,0.0,339,-1,0,0,groceries_prepaid_card,1.0,metro_groceries,0.028273,0
ORD007964,C01593,2024-01-03 09:55:55,1310.73,beauty,UPI,21.4,tier2,0.2,0.0,222,-1,0,0,beauty_UPI,1.0,tier2_beauty,0.083009,1
ORD006745,C01354,2024-01-03 09:56:17,1311.09,groceries,UPI,0.0,tier2,0.2,0.0,311,-1,0,0,groceries_UPI,1.0,tier2_groceries,0.039909,0
ORD004481,C00885,2024-01-03 09:59:09,1718.99,beauty,UPI,9.1,tier3,0.2,0.0,503,-1,0,0,beauty_UPI,1.0,tier3_beauty,0.108682,0
ORD003573,C00711,2024-01-03 09:59:21,2219.08,electronics_accessories,prepaid_card,0.0,metro,0.2,0.0,68,-1,0,0,electronics_accessories_prepaid_card,1.0,metro_electronics_accessories,0.064571,0
ORD006688,C01343,2024-01-03 10:02:16,1636.19,electronics_accessories,prepaid_card,0.0,tier2,0.181818,0.6,50,2,0,0,electronics_accessories_prepaid_card,1.6262,tier2_electronics_accessories,0.058603,1
ORD010910,C02228,2024-01-03 10:07:58,2053.64,apparel,UPI,0.0,metro,0.2,0.0,135,-1,0,0,apparel_UPI,1.0,metro_apparel,0.203959,0
